3114.3014718000	12135.9863841000
3114.3014757000	12135.9863865000
3114.3014723000	12135.9863906000
3114.3014657000	12135.9863997000
3114.3014568000	12135.9864155000
3114.3014480000	12135.9864326000
3114.3014383000	12135.9864517000
3114.3014301000	12135.9864784000
3114.3014191000	12135.9865097000
3114.3014029000	12135.9865437000
3114.3013807000	12135.9865881000
3114.3013532000	12135.9866475000
3114.3013221000	12135.9867274000
3114.3012783000	12135.9868019000
3114.3012252000	12135.9868804000
3114.3011594000	12135.9869687000
3114.3010785000	12135.9870985000
3114.3009824000	12135.9872492000
3114.3008654000	12135.9874124000
3114.3007582000	12135.9877069000
3114.3006378000	12135.9880397000
3114.3005013000	12135.9884176000
3114.3003547000	12135.9888077000
3114.3001998000	12135.9892213000
3114.3000410000	12135.9896500000
3114.2997575000	12135.9898865000
3114.2994899000	12135.9901912000
3114.2991962000	12135.9904762000
3114.2989915000	12135.9909640000
3114.2987813000	12135.9914708000
3114.2985652000	12135.9919972000
3114.2983367000	12135.9925574000
3114.2981065000	12135.9931272000
3114.3006390000	12135.9857660000
3114.3002652000	12135.9863544000
3114.2999014000	12135.9869737000
3114.2995335000	12135.9875910000
3114.2991511000	12135.9882414000
3114.2987542000	12135.9889080000
3114.2983551000	12135.9895917000
3114.2979453000	12135.9902822000
3114.2975310000	12135.9909864000
3114.2971164000	12135.9917008000
3114.2966965000	12135.9924263000
3114.2962743000	12135.9931602000
3114.2958354000	12135.9939181000
3114.2953877000	12135.9946913000
3114.2949430000	12135.9954745000
3114.2944932000	12135.9962861000
3114.2940270000	12135.9970979000
3114.2935707000	12135.9979245000
3114.2931118000	12135.9987762000
3114.2926417000	12135.9996294000
3114.2921627000	12136.0005020000
3114.2916835000	12136.0013791000
3114.2911988000	12136.0022824000
3114.2907085000	12136.0031855000
3114.2902191000	12136.0040880000
3114.2897150000	12136.0050098000
3114.2892127000	12136.0059345000
3114.2887100000	12136.0068709000
3114.2882084000	12136.0078147000
3114.2877080000	12136.0087498000
3114.2871908000	12136.0097120000
3114.2866693000	12136.0106753000
3114.2861482000	12136.0116462000
3114.2856238000	12136.0126171000
3114.2850914000	12136.0136010000
3114.2845601000	12136.0145930000
3114.2840156000	12136.0155901000
3114.2834745000	12136.0166000000
3114.2829285000	12136.0176090000
3114.2823808000	12136.0186189000
3114.2818145000	12136.0196425000
3114.2812571000	12136.0206722000
3114.2806976000	12136.0217126000
