3114.3106124000	12135.9702894000
3114.3106124000	12135.9702895000
3114.3106123000	12135.9702895000
3114.3106120000	12135.9702899000
3114.3106119000	12135.9702900000
3114.3106116000	12135.9702903000
3114.3106112000	12135.9702909000
3114.3106123000	12135.9702889000
3114.3106109000	12135.9702911000
3114.3106048000	12135.9703014000
3114.3105905000	12135.9703284000
3114.3105666000	12135.9703835000
3114.3105259000	12135.9704595000
3114.3104723000	12135.9705622000
3114.3104070000	12135.9706959000
3114.3103301000	12135.9708642000
3114.3102612000	12135.9710587000
3114.3101765000	12135.9713179000
3114.3100931000	12135.9716326000
3114.3100213000	12135.9720035000
3114.3099685000	12135.9724263000
3114.3098971000	12135.9730019000
3114.3098816000	12135.9735142000
3114.3098812000	12135.9740552000
3114.3098952000	12135.9746214000
3114.3098825000	12135.9746993000
3114.3098368000	12135.9750266000
3114.3098401000	12135.9756895000
3114.3098351000	12135.9763588000
3114.3098284000	12135.9770901000
3114.3098122000	12135.9778477000
3114.3097827000	12135.9785952000
3114.3097139000	12135.9793942000
3114.3096149000	12135.9802108000
3114.3094770000	12135.9810364000
3114.3092958000	12135.9818636000
3114.3090660000	12135.9826634000
3114.3088009000	12135.9834891000
3114.3084957000	12135.9843133000
3114.3081554000	12135.9851423000
3114.3077840000	12135.9859835000
3114.3073992000	12135.9870117000
3114.3068031000	12135.9878498000
3114.3063315000	12135.9887175000
3114.3058246000	12135.9895885000
3114.3052852000	12135.9904737000
3114.3047409000	12135.9913714000
3114.3041756000	12135.9922988000
3114.3036005000	12135.9932402000
3114.3030185000	12135.9941896000
3114.3024166000	12135.9951509000
3114.3018115000	12135.9961440000
3114.3011967000	12135.9971422000
3114.3005721000	12135.9981561000
3114.2999415000	12135.9991871000
3114.2993031000	12136.0002217000
3114.2986535000	12136.0012706000
3114.2979941000	12136.0023385000
3114.2973329000	12136.0034214000
3114.2966800000	12136.0045409000
3114.2960096000	12136.0056673000
3114.2953634000	12136.0068264000
3114.2947121000	12136.0080086000
3114.2940545000	12136.0092001000
3114.2933819000	12136.0104043000
3114.2927084000	12136.0116349000
3114.2920370000	12136.0128831000
3114.2913588000	12136.0141342000
3114.2906755000	12136.0154013000
3114.2899941000	12136.0166863000
3114.2893134000	12136.0179935000
3114.2886251000	12136.0193168000
3114.2879469000	12136.0206597000
3114.2872233000	12136.0219921000
3114.2865188000	12136.0233439000
3114.2857990000	12136.0247043000
3114.2850694000	12136.0260594000
3114.2843727000	12136.0274511000
3114.2836823000	12136.0288498000
3114.2829724000	12136.0302489000
3114.2822836000	12136.0316562000
3114.2815812000	12136.0330622000
3114.2808693000	12136.0344685000
3114.2801603000	12136.0358894000
3114.2794661000	12136.0373253000
3114.2787720000	12136.0387586000
3114.2780618000	12136.0401929000
3114.2773720000	12136.0416504000
3114.2766659000	12136.0431028000
3114.2759655000	12136.0445620000
3114.2752751000	12136.0460392000
3114.2745865000	12136.0475263000
3114.2738849000	12136.0490107000
3114.2731873000	12136.0505098000
3114.2725024000	12136.0520182000
3114.2718011000	12136.0535330000
3114.2711087000	12136.0550548000
3114.2704257000	12136.0565944000
3114.2697226000	12136.0581297000
3114.2690179000	12136.0596720000
3114.2683241000	12136.0612159000
3114.2676314000	12136.0627610000
3114.2669328000	12136.0643063000
3114.2662294000	12136.0658552000
3114.2655428000	12136.0674079000
3114.2648613000	12136.0689594000
3114.2641837000	12136.0705094000
3114.2634995000	12136.0720596000
3114.2628249000	12136.0736105000
3114.2621614000	12136.0751624000
3114.2615003000	12136.0767122000
3114.2608361000	12136.0782644000
3114.2601871000	12136.0798199000
3114.2595344000	12136.0813749000
3114.2588914000	12136.0829297000
3114.2582530000	12136.0844976000
