3114.3094902000	12135.9725206000
3114.3094902000	12135.9725208000
3114.3094900000	12135.9725211000
3114.3094900000	12135.9725211000
3114.3094900000	12135.9725212000
3114.3094898000	12135.9725218000
3114.3094896000	12135.9725223000
3114.3094896000	12135.9725222000
3114.3094895000	12135.9725226000
3114.3094893000	12135.9725219000
3114.3094884000	12135.9725192000
3114.3094824000	12135.9725341000
3114.3094640000	12135.9725576000
3114.3094362000	12135.9726124000
3114.3093992000	12135.9726886000
3114.3093531000	12135.9727891000
3114.3092973000	12135.9729159000
3114.3092335000	12135.9730699000
3114.3091501000	12135.9732586000
3114.3090720000	12135.9734747000
3114.3089891000	12135.9737279000
3114.3089023000	12135.9740213000
3114.3088149000	12135.9743550000
3114.3087020000	12135.9747807000
3114.3086193000	12135.9751841000
3114.3085411000	12135.9756130000
3114.3084674000	12135.9760636000
3114.3083969000	12135.9765352000
3114.3082745000	12135.9769821000
3114.3081612000	12135.9774544000
3114.3080431000	12135.9779387000
3114.3079230000	12135.9784403000
3114.3078087000	12135.9789245000
3114.3076949000	12135.9795301000
3114.3075689000	12135.9801699000
3114.3074285000	12135.9808365000
3114.3072676000	12135.9815286000
3114.3070873000	12135.9822443000
3114.3068855000	12135.9829590000
3114.3066563000	12135.9837121000
3114.3064035000	12135.9844814000
3114.3061270000	12135.9852598000
3114.3058296000	12135.9860435000
3114.3055129000	12135.9868781000
3114.3051800000	12135.9876811000
3114.3048299000	12135.9884940000
3114.3044611000	12135.9893196000
3114.3040750000	12135.9901584000
3114.3034927000	12135.9908391000
3114.3029129000	12135.9915896000
3114.3023339000	12135.9924091000
3114.3018064000	12135.9932742000
3114.3012693000	12135.9941471000
3114.3007303000	12135.9950146000
3114.3001746000	12135.9959190000
3114.2996308000	12135.9968624000
3114.2990204000	12135.9977869000
3114.2984609000	12135.9987486000
3114.2978998000	12135.9996881000
3114.2973480000	12136.0006565000
3114.2967850000	12136.0016396000
3114.2962201000	12136.0026511000
3114.2956297000	12136.0036573000
3114.2950446000	12136.0046864000
3114.2944274000	12136.0057230000
3114.2937866000	12136.0067636000
3114.2932159000	12136.0078496000
3114.2926181000	12136.0089251000
3114.2920035000	12136.0100202000
3114.2913814000	12136.0111271000
3114.2907585000	12136.0122410000
3114.2901381000	12136.0133703000
3114.2895123000	12136.0145120000
3114.2888687000	12136.0156524000
3114.2882256000	12136.0168121000
3114.2876529000	12136.0180284000
3114.2870229000	12136.0192203000
3114.2863820000	12136.0204253000
3114.2857147000	12136.0216368000
3114.2850620000	12136.0228684000
3114.2844254000	12136.0241243000
3114.2837445000	12136.0253601000
3114.2830723000	12136.0266080000
3114.2824019000	12136.0278857000
3114.2817436000	12136.0291632000
3114.2810703000	12136.0304483000
3114.2803893000	12136.0317427000
3114.2797296000	12136.0330458000
3114.2790549000	12136.0343569000
3114.2783660000	12136.0356796000
3114.2777120000	12136.0370250000
3114.2770391000	12136.0383634000
3114.2763705000	12136.0397093000
3114.2757068000	12136.0410696000
3114.2750312000	12136.0424258000
3114.2743639000	12136.0438035000
3114.2736745000	12136.0451801000
3114.2730093000	12136.0465817000
3114.2723316000	12136.0479857000
3114.2716609000	12136.0493967000
3114.2709898000	12136.0508090000
3114.2703230000	12136.0522276000
3114.2696602000	12136.0536512000
3114.2689756000	12136.0550699000
3114.2683310000	12136.0565211000
3114.2676689000	12136.0579671000
3114.2670078000	12136.0594211000
3114.2663490000	12136.0608796000
3114.2656904000	12136.0623500000
3114.2649628000	12136.0638074000
3114.2643092000	12136.0653093000
3114.2636578000	12136.0668119000
3114.2630156000	12136.0683250000
3114.2623696000	12136.0698374000
3114.2617222000	12136.0713605000
3114.2610770000	12136.0728812000
3114.2604303000	12136.0744055000
3114.2597862000	12136.0759336000
3114.2591425000	12136.0774650000
3114.2584976000	12136.0789989000
3114.2578608000	12136.0805393000
3114.2572229000	12136.0820777000
3114.2565853000	12136.0836247000
3114.2559500000	12136.0851806000
3114.2553124000	12136.0867338000
3114.2546797000	12136.0882973000
3114.2540407000	12136.0898610000
3114.2534033000	12136.0914364000
3114.2527700000	12136.0930171000
3114.2521347000	12136.0946065000
3114.2514960000	12136.0961971000
3114.2508671000	12136.0978036000
3114.2502429000	12136.0994180000
3114.2496172000	12136.1010412000
3114.2490014000	12136.1026711000
3114.2483830000	12136.1043082000
3114.2477777000	12136.1059599000
3114.2471651000	12136.1076145000
3114.2465555000	12136.1092727000
3114.2459489000	12136.1109409000
3114.2453408000	12136.1126164000
3114.2447443000	12136.1142974000
3114.2441404000	12136.1159847000
3114.2435425000	12136.1176829000
3114.2429476000	12136.1193860000
3114.2423527000	12136.1210996000
3114.2417596000	12136.1228202000
3114.2411637000	12136.1245410000
3114.2405800000	12136.1262749000
3114.2399920000	12136.1280124000
3114.2394231000	12136.1297649000
3114.2388387000	12136.1315126000
3114.2382717000	12136.1332718000
3114.2377065000	12136.1350369000
3114.2371449000	12136.1367993000
3114.2365887000	12136.1385713000
3114.2360275000	12136.1403419000
3114.2354718000	12136.1421087000
3114.2349170000	12136.1438739000
3114.2343607000	12136.1456381000
3114.2338020000	12136.1473950000
3114.2332472000	12136.1491496000
3114.2326995000	12136.1509053000
3114.2321670000	12136.1526539000
3114.2316416000	12136.1544030000
3114.2311202000	12136.1561422000
3114.2306061000	12136.1578821000
3114.2300914000	12136.1596089000
3114.2295663000	12136.1613213000
3114.2290280000	12136.1630196000
3114.2284790000	12136.1647063000
