31.2032614980	121.6211421024	3.88142
31.2032609594	121.6211366567	3.88142
31.2032615610	121.6211358650	3.88142
31.2032621423	121.6211351760	3.88142
31.2032625447	121.6211344948	3.88142
31.2032581480	121.6211388083	3.88142
31.2032588049	121.6211380007	3.88142
31.2032596392	121.6211371621	3.88142
31.2032460014	121.6211423515	3.88142
31.2032438990	121.6211428205	3.88142
31.2034626365	121.6210827355	3.88142
31.2034680318	121.6210830351	3.88142
31.2034738476	121.6210833581	3.88142
31.2034496121	121.6210816290	3.88142
31.2034507391	121.6210826419	3.88142
31.2034552606	121.6210828058	3.88142
31.2034600969	121.6210828705	3.88142
31.2034161553	121.6211510267	3.88142
31.2034131947	121.6211511611	3.88142
31.2034104026	121.6211513666	3.88142
31.2034098507	121.6211504992	3.88142
31.2034087999	121.6211513452	3.88142
31.2034052605	121.6211512233	3.88142
31.2034028936	121.6211514111	3.88142
31.2034069721	121.6211714303	3.88142
31.2034064740	121.6211722425	3.88142
31.2034010846	121.6211512419	3.88142
31.2033980929	121.6211511333	3.88142
31.2033960808	121.6211513087	3.88142
31.2033952998	121.6211504359	3.88142
31.2033941620	121.6211510186	3.88142
31.2033919766	121.6211509929	3.88142
31.2033902451	121.6211512210	3.88142
31.2033895748	121.6211504110	3.88142
31.2033885898	121.6211509531	3.88142
31.2033866965	121.6211509309	3.88142
31.2033860848	121.6211515107	3.88142
31.2033712401	121.6211119633	3.88142
31.2033693258	121.6211117170	3.88142
31.2033698291	121.6211121175	3.88142
31.2034475074	121.6210817696	3.88142
31.2034529569	121.6210826173	3.88142
31.2034639625	121.6210830643	3.88142
31.2034167663	121.6211508647	3.88142
31.2034115052	121.6211516202	3.88142
31.2034042972	121.6211511376	3.88142
31.2034015290	121.6211511764	3.88142
31.2033964754	121.6211512474	3.88142
31.2033909284	121.6211507926	3.88142
31.2033889152	121.6211508349	3.88142
31.2033854871	121.6211509748	3.88142
31.2033829075	121.6211512789	3.88142
31.2033686591	121.6211118577	3.88142
31.2033708787	121.6211121214	3.88142
31.2032747092	121.6211451798	5.87128
31.2032321399	121.6211379707	5.87128
31.2034900285	121.6210865297	5.87128
31.2034939436	121.6210869737	5.87128
31.2034994980	121.6210870916	5.87128
31.2035044813	121.6211997557	5.87128
31.2035045387	121.6212015884	5.87128
31.2035014266	121.6212021662	5.87128
31.2034969438	121.6212021173	5.87128
31.2034926936	121.6212018085	5.87128
31.2034722664	121.6210850322	5.87128
31.2034752522	121.6210854826	5.87128
31.2034794613	121.6210858440	5.87128
31.2034839569	121.6210861240	5.87128
31.2034875420	121.6210866469	5.87128
31.2034912848	121.6211998049	5.87128
31.2034899700	121.6212009248	5.87128
31.2034860846	121.6212007854	5.87128
31.2034836154	121.6212014367	5.87128
31.2034800428	121.6212012904	5.87128
31.2034777646	121.6212017894	5.87128
31.2034592299	121.6210836728	5.87128
31.2034608077	121.6210842422	5.87128
31.2034641016	121.6210844344	5.87128
31.2034667035	121.6210850265	5.87128
31.2034703565	121.6210851577	5.87128
31.2034533339	121.6210842584	5.87128
31.2034569437	121.6210841655	5.87128
31.2034584569	121.6210847304	5.87128
31.2034192715	121.6211521381	5.87128
31.2034178636	121.6211523985	5.87128
31.2034168290	121.6211529564	5.87128
31.2034161917	121.6211521027	5.87128
31.2034148877	121.6211524731	5.87128
31.2034130287	121.6211525392	5.87128
31.2034118303	121.6211528872	5.87128
31.2034112770	121.6211521472	5.87128
31.2034101360	121.6211524929	5.87128
31.2034082495	121.6211523921	5.87128
31.2034077064	121.6211529888	5.87128
31.2034069698	121.6211521862	5.87128
31.2034057248	121.6211523544	5.87128
31.2034042967	121.6211524150	5.87128
31.2034029448	121.6211521227	5.87128
31.2034018465	121.6211522818	5.87128
31.2034005841	121.6211523403	5.87128
31.2033995834	121.6211521114	5.87128
31.2033987873	121.6211524003	5.87128
31.2033976482	121.6211524536	5.87128
31.2033963956	121.6211520588	5.87128
31.2033960249	121.6211524630	5.87128
31.2033953212	121.6211527301	5.87128
31.2034722606	121.6210844501	5.87128
31.2034762853	121.6210860722	5.87128
31.2034887585	121.6210858735	5.87128
31.2034994658	121.6210860257	5.87128
31.2035013942	121.6212010580	5.87128
31.2034912935	121.6212001941	5.87128
31.2034848355	121.6212008649	5.87128
31.2034800515	121.6212018927	5.87128
31.2034569446	121.6210836554	5.87128
31.2034616137	121.6210844001	5.87128
31.2034685004	121.6210848087	5.87128
31.2034229827	121.6211531039	5.87128
31.2034181998	121.6211527094	5.87128
31.2034152067	121.6211524718	5.87128
31.2034115514	121.6211525441	5.87128
31.2034077304	121.6211523411	5.87128
31.2034062127	121.6211524039	5.87128
31.2034027211	121.6211521749	5.87128
31.2033999795	121.6211522020	5.87128
31.2033994218	121.6211512661	5.87128
31.2033986087	121.6211520761	5.87128
31.2033960491	121.6211519302	5.87128
31.2033949860	121.6211526433	5.87128
31.2033072830	121.6211504268	5.42900
31.2035018805	121.6210859362	5.42900
31.2035049080	121.6210861167	5.42900
31.2035080901	121.6210865111	5.42900
31.2035106315	121.6212031888	5.42900
31.2035094811	121.6212041210	5.42900
31.2035060784	121.6212040095	5.42900
31.2035039070	121.6212044009	5.42900
31.2034894507	121.6210844931	5.42900
31.2034902627	121.6210854200	5.42900
31.2034927514	121.6210858434	5.42900
31.2034962402	121.6210859720	5.42900
31.2034990028	121.6210864311	5.42900
31.2035017588	121.6212020492	5.42900
31.2035007438	121.6212030445	5.42900
31.2034987362	121.6212035465	5.42900
31.2034958250	121.6212035648	5.42900
31.2034930397	121.6212035823	5.42900
31.2034903708	121.6212033907	5.42900
31.2034848607	121.6210860161	5.42900
31.2034878077	121.6212022899	5.42900
31.2034845586	121.6212014214	5.42900
31.2034672635	121.6211176588	5.42900
31.2034699989	121.6211183057	5.42900
31.2034594581	121.6211175603	5.42900
31.2034622221	121.6211180172	5.42900
31.2034651734	121.6211184323	5.42900
31.2034642791	121.6211546660	5.42900
31.2034603220	121.6211543888	5.42900
31.2034584571	121.6211549380	5.42900
31.2034528562	121.6211174769	5.42900
31.2034556104	121.6211177719	5.42900
31.2034581271	121.6211182144	5.42900
31.2034575699	121.6211541075	5.42900
31.2034562460	121.6211546350	5.42900
31.2034545482	121.6211548817	5.42900
31.2034517314	121.6211174007	5.42900
31.2034520907	121.6211180278	5.42900
31.2035059357	121.6210854742	5.42900
31.2035071852	121.6212035723	5.42900
31.2034878827	121.6210855340	5.42900
31.2034953426	121.6210854539	5.42900
31.2035028684	121.6210857006	5.42900
31.2034996872	121.6212001109	5.42900
31.2034987241	121.6212026570	5.42900
31.2034939540	121.6212035051	5.42900
31.2034886528	121.6212031305	5.42900
31.2034617471	121.6211180789	5.42900
31.2034694369	121.6211184473	5.42900
31.2034637648	121.6211546774	5.42900
31.2034571179	121.6211546839	5.42900
31.2034502763	121.6211175051	5.42900
31.2034564344	121.6211177850	5.42900
31.2034580165	121.6211541650	5.42900
31.2034537359	121.6211543588	5.42900
31.2033051435	121.6211657863	4.84900
31.2035658749	121.6212047443	4.84900
31.2035626609	121.6212055549	4.84900
31.2035580043	121.6212054812	4.84900
31.2035521598	121.6212047285	4.84900
31.2035508161	121.6212058910	4.84900
31.2035493820	121.6212040482	4.84900
31.2035467346	121.6212042833	4.84900
31.2035429088	121.6212040004	4.84900
31.2034952040	121.6211199302	4.84900
31.2034973840	121.6211206168	4.84900
31.2034873982	121.6211199240	4.84900
31.2034911303	121.6211201403	4.84900
31.2034936329	121.6211206601	4.84900
31.2034900272	121.6211563888	4.84900
31.2034876440	121.6211565595	4.84900
31.2034867209	121.6211573118	4.84900
31.2034815670	121.6211197290	4.84900
31.2034843782	121.6211199874	4.84900
31.2034860729	121.6211205939	4.84900
31.2034862736	121.6211565440	4.84900
31.2034840786	121.6211569119	4.84900
31.2034807934	121.6211567039	4.84900
31.2034751528	121.6211189812	4.84900
31.2034764808	121.6211195589	4.84900
31.2034789389	121.6211197332	4.84900
31.2034788667	121.6211565900	4.84900
31.2034763160	121.6211565779	4.84900
31.2034745878	121.6211568423	4.84900
31.2034702537	121.6211190396	4.84900
31.2034720065	121.6211193534	4.84900
31.2034738535	121.6211196267	4.84900
31.2034739312	121.6211560786	4.84900
31.2034726220	121.6211565689	4.84900
31.2034701534	121.6211563997	4.84900
31.2034695501	121.6211570055	4.84900
31.2034662221	121.6211189853	4.84900
31.2034677707	121.6211192789	4.84900
31.2034693968	121.6211195871	4.84900
31.2034686944	121.6211562500	4.84900
31.2034670161	121.6211563439	4.84900
31.2034651586	121.6211563941	4.84900
31.2034626382	121.6211189854	4.84900
31.2034642557	121.6211191607	4.84900
31.2034652120	121.6211196037	4.84900
31.2034638968	121.6211562549	4.84900
31.2034619731	121.6211561658	4.84900
31.2034610437	121.6211565270	4.84900
31.2034588456	121.6211184511	4.84900
31.2034596380	121.6211188905	4.84900
31.2034610971	121.6211190545	4.84900
31.2034606090	121.6211559021	4.84900
31.2034597191	121.6211562591	4.84900
31.2034582368	121.6211562579	4.84900
31.2034578116	121.6211568113	4.84900
31.2034560195	121.6211184776	4.84900
31.2034569216	121.6211187608	4.84900
31.2034580497	121.6211189617	4.84900
31.2034570285	121.6211560548	4.84900
31.2034562399	121.6211562963	4.84900
31.2034554708	121.6211565773	4.84900
31.2034541267	121.6211182354	4.84900
31.2034547900	121.6211186350	4.84900
31.2034549478	121.6211190954	4.84900
31.2035579687	121.6212046591	4.84900
31.2035466938	121.6212031378	4.84900
31.2034901665	121.6211202076	4.84900
31.2034985125	121.6211205487	4.84900
31.2034920255	121.6211572159	4.84900
31.2034862685	121.6211573264	4.84900
31.2034789396	121.6211196718	4.84900
31.2034852205	121.6211197896	4.84900
31.2034871823	121.6211565782	4.84900
31.2034811898	121.6211567541	4.84900
31.2034756183	121.6211564855	4.84900
31.2034654672	121.6211191978	4.84900
31.2034699651	121.6211192597	4.84900
31.2034744935	121.6211195668	4.84900
31.2034732657	121.6211566584	4.84900
31.2034684079	121.6211563224	4.84900
31.2034649025	121.6211563551	4.84900
31.2034592317	121.6211189429	4.84900
31.2034628648	121.6211189822	4.84900
31.2034649664	121.6211196550	4.84900
31.2034656850	121.6211560933	4.84900
31.2034622091	121.6211560995	4.84900
31.2034588706	121.6211559734	4.84900
31.2034542802	121.6211186883	4.84900
31.2034571087	121.6211187132	4.84900
31.2034564494	121.6211557231	4.84900
31.2034543908	121.6211557471	4.84900
31.2033365122	121.6211450582	4.54679
31.2033282085	121.6211496943	4.54679
31.2033295706	121.6211483323	4.54679
31.2035977242	121.6210902847	4.54679
31.2035995463	121.6210916458	4.54679
31.2035865569	121.6210913555	4.54679
31.2035911901	121.6210915519	4.54679
31.2035961175	121.6210918883	4.54679
31.2035864870	121.6212101342	4.54679
31.2035820602	121.6212097530	4.54679
31.2035792715	121.6212102109	4.54679
31.2035778205	121.6212082217	4.54679
31.2035751791	121.6212086933	4.54679
31.2035713533	121.6212086239	4.54679
31.2035689351	121.6212093146	4.54679
31.2035588317	121.6212079415	4.54679
31.2035027942	121.6211216016	4.54679
31.2035037777	121.6211221141	4.54679
31.2035051350	121.6211225200	4.54679
31.2034982227	121.6211216263	4.54679
31.2035002795	121.6211218693	4.54679
31.2035021438	121.6211221307	4.54679
31.2034941908	121.6211215969	4.54679
31.2034962776	121.6211217672	4.54679
31.2034973682	121.6211221791	4.54679
31.2034901714	121.6211210047	4.54679
31.2034910646	121.6211214637	4.54679
31.2034927074	121.6211216261	4.54679
31.2034898777	121.6211587682	4.54679
31.2034870131	121.6211210112	4.54679
31.2034882297	121.6211212964	4.54679
31.2034892843	121.6211215516	4.54679
31.2034883044	121.6211583823	4.54679
31.2034878561	121.6211589103	4.54679
31.2034867852	121.6211591309	4.54679
31.2034861538	121.6211595575	4.54679
31.2034838234	121.6211205147	4.54679
31.2034843509	121.6211209675	4.54679
31.2034856466	121.6211211440	4.54679
31.2034864090	121.6211215251	4.54679
31.2034851657	121.6211586754	4.54679
31.2034843760	121.6211590155	4.54679
31.2034830563	121.6211590660	4.54679
31.2034824312	121.6211207837	4.54679
31.2034829333	121.6211211432	4.54679
31.2034819808	121.6211587891	4.54679
31.2034814463	121.6211591403	4.54679
31.2034809206	121.6211595288	4.54679
31.2036029140	121.6210882032	4.54679
31.2035836982	121.6210928855	4.54679
31.2035995383	121.6210915153	4.54679
31.2035850138	121.6212106409	4.54679
31.2035751945	121.6212090767	4.54679
31.2035665525	121.6212087776	4.54679
31.2035519312	121.6212080556	4.54679
31.2035061929	121.6211220896	4.54679
31.2034939379	121.6211216528	4.54679
31.2034982204	121.6211217895	4.54679
31.2035021425	121.6211222458	4.54679
31.2034878150	121.6211213536	4.54679
31.2034912945	121.6211214584	4.54679
31.2034903413	121.6211589410	4.54679
31.2034880701	121.6211590932	4.54679
31.2034869756	121.6211600426	4.54679
31.2034807988	121.6211206865	4.54679
31.2034829365	121.6211210166	4.54679
31.2034858386	121.6211210937	4.54679
31.2034821715	121.6211512524	4.54679
31.2034849701	121.6211585968	4.54679
31.2034826991	121.6211587316	4.54679
31.2034807688	121.6211588426	4.54679
31.2033731059	121.6211723971	3.66000
31.2033718408	121.6211719172	3.66000
31.2033684893	121.6211728705	3.66000
31.2033660351	121.6211727442	3.66000
31.2033634432	121.6211726108	3.66000
31.2033665270	121.6211510967	3.66000
31.2033681957	121.6211500042	3.66000
31.2033600081	121.6211734826	3.66000
31.2033605740	121.6211545485	3.66000
31.2033613256	121.6211531746	3.66000
31.2033631878	121.6211519072	3.66000
31.2036064714	121.6210929275	3.66000
31.2036118335	121.6210930004	3.66000
31.2036161621	121.6210936257	3.66000
31.2036207350	121.6210940425	3.66000
31.2036255993	121.6210946121	3.66000
31.2036268690	121.6212091652	3.66000
31.2036220236	121.6212091650	3.66000
31.2036221477	121.6212111246	3.66000
31.2035935096	121.6210921673	3.66000
31.2035957115	121.6210927556	3.66000
31.2036002871	121.6210928168	3.66000
